rpcq_id,name,category,date,address,municipality,statut,statuts_anterieurs,in_registre,url
92594,Ensemble d'immeubles patrimoniaux de l'Île-des-Moulins,Non applicable,,"900, place de l'Île-des-Moulins",Terrebonne,Classement — Immeuble patrimonial (1973-12-12) | Déclaration — Situé dans un site patrimonial (2026-05-20),"1 - Extérieur exceptionnel | 6 - Intérieur notable | 8 - Terrain supérieur | 10 - Bien classé pour son intérêt archéologique | Classement, 1973-07-09 | Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=92594&type=bien
232831,Gloriettes du Parc des Braves,"Fonction culturelle et récréative, loisir (Autres activités culturelles)",vers 1860 (Construction),"280, boulevard des Braves ; rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232831&type=bien
232818,Hôtel de ville de Terrebonne,Services et institutions (Hôtels de ville et salles des habitants),vers 1931 (Construction) ; 2015 (Rénovation),"775, rue Saint-Jean-Baptiste",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232818&type=bien
238832,Jardin Masson,"Fonction culturelle et récréative, loisir (Squares, parcs urbains et grands jardins)",,rue Saint-Louis,Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238832&type=bien
232783,Magasin Joseph-Guay,Fonction commerciale (Commerces de vente au détail > Magasins et grands magasins) ; Fonction résidentielle (Maisons rurales et urbaines),vers 1925 (Construction),"155, rue Saint-André ; 157, rue Saint-André ; 159, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232783&type=bien
110132,Maison Alexandre et Joseph Roussil,Fonction résidentielle (Maisons rurales et urbaines) ; Services et institutions (Ateliers d'artisans et d'artistes),vers 1825 – vers 1830 (Construction),"886, rue Saint-Louis ; 888, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=110132&type=bien
97533,Maison Alexandre-Henri-Masson,Fonction résidentielle (Maisons rurales et urbaines),vers 1892 (Construction),"938, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection (1970-06-03),"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=97533&type=bien
232866,Maison Bouc-Chapleau,Fonction résidentielle (Maisons rurales et urbaines),vers 1800 – vers 1830 (Construction),"924, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232866&type=bien
92501,Maison Bélisle,Fonction résidentielle (Maisons rurales et urbaines),1759 (Construction) ; 1999 (Incendie) ; 2002 – 2003 (Restauration),"844, rue Saint-François-Xavier",Terrebonne,Classement — Immeuble patrimonial (1973-10-30) | Délimitation — Aire de protection (1973-10-30) | Déclaration — Situé dans un site patrimonial (2026-05-20),"1 - Extérieur exceptionnel | 5 - Intérieur supérieur | Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=92501&type=bien
119936,Maison Damase-Dubois,Fonction résidentielle (Maisons rurales et urbaines),vers 1850 (Construction),"850, rue Saint-Louis ; 852, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=119936&type=bien
110496,Maison Delorme-Bouc,"Fonction industrielle, transformation des minéraux et fabrication de produits finis (Autres fabriques) ; Services et institutions (Hôtels de ville et salles des habitants) ; Services et institutions (Palais de justice et bureaux d'enregistrement)",1740 (Construction) ; 1795 (Construction) ; 1989 (Restauration),"273, boulevard des Braves ; 275, boulevard des Braves",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=110496&type=bien
210444,Maison Ernest-Séraphin-Mathieu,Fonction résidentielle (Maisons rurales et urbaines),vers 1907 (Construction),"792, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-10-13) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=210444&type=bien
232782,Maison Eugène-Labelle,Fonction résidentielle (Maisons rurales et urbaines),vers 1923 (Construction),"148, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232782&type=bien
232780,Maison Guay,Fonction résidentielle (Maisons rurales et urbaines),vers 1924 (Construction),"133, rue Saint-André ; 145, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232780&type=bien
232815,Maison Gédéon-Marcotte,Fonction résidentielle (Maisons rurales et urbaines),1840 (Construction),"195, rue Saint-André ; 197, rue Saint-André ; 746, rue Saint-François-Xavier ; 748, rue Saint-François-Xavier",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232815&type=bien
232870,Maison Hercule-Masson,Fonction résidentielle (Maisons rurales et urbaines),vers 1880 – vers 1900 (Construction),"969, rue Saint-Louis ; 971, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection (1978-05-06) | Citation — Immeuble patrimonial (2021-09-13) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232870&type=bien
232788,Maison Hyacinthe-Dussereau,Fonction résidentielle (Maisons rurales et urbaines),vers 1870 (Construction),"251, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232788&type=bien
92500,Maison Joseph-Augé,Fonction résidentielle (Maisons rurales et urbaines),1798 – 1801 (Construction) ; après 1967 (Restauration),"991, rue Saint-Louis ; 993, rue Saint-Louis",Terrebonne,Classement — Immeuble patrimonial (1976-03-23) | Délimitation — Aire de protection (1978-05-06) | Déclaration — Situé dans un site patrimonial (2026-05-20),"1 - Extérieur exceptionnel | 5 - Intérieur supérieur | Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=92500&type=bien
232867,Maison Louis-de-Gonzague-Masson,Fonction résidentielle (Maisons rurales et urbaines),vers 1896 (Construction) ; 2019 (Restauration),"930, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232867&type=bien
232868,Maison Mathieu-Moody fils,Fonction résidentielle (Maisons rurales et urbaines),vers 1890 (Construction),"933, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232868&type=bien
109778,Maison Noël-Roussil,Fonction résidentielle (Maisons rurales et urbaines),vers 1829 (Construction) ; 2021 (Modification ou transformation) ; 2021 (Réaménagement intérieur),"804, rue Saint-François-Xavier ; 808, rue Saint-François-Xavier",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=109778&type=bien
111522,Maison Oldham-Lacroix,Fonction résidentielle (Maisons rurales et urbaines),1805 (Construction),"774, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=111522&type=bien
204240,Maison Prévost-Lincourt,Fonction résidentielle (Maisons rurales et urbaines),vers 1830 – vers 1840 (Construction),"885, rue Saint-François-Xavier ; 889, rue Saint-François-Xavier",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=204240&type=bien
119933,Maison Raymond-Masson,Fonction résidentielle (Maisons rurales et urbaines),vers 1910 – vers 1935 (Construction),"997, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=119933&type=bien
92502,Maison Roussil,Fonction résidentielle (Maisons rurales et urbaines),1830 (Construction) ; 1978 – 1986 (Restauration),"870, rue Saint-Louis ; 872, rue Saint-Louis",Terrebonne,Classement — Immeuble patrimonial (1972-06-28) | Délimitation — Aire de protection (1975-07-23) | Déclaration — Situé dans un site patrimonial (2026-05-20),"1 - Extérieur exceptionnel | 4 - Intérieur exceptionnel | 9 - Terrain notable | 12 - Potentiel archéologique significatif | Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=92502&type=bien
232915,Maison Simon-Fraser,Fonction résidentielle (Maisons rurales et urbaines),vers 1935 (Construction),"979, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232915&type=bien
232816,Maison Zéphirin-Roussil,Fonction résidentielle (Maisons rurales et urbaines),vers 1850 (Construction),"839, rue Saint-François-Xavier",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232816&type=bien
162087,Manoir Fraser-McKenzie-Masson,Fonction résidentielle (Maisons rurales et urbaines),1807 (Construction),"906, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=162087&type=bien
238742,Manoir de la Rive,Fonction résidentielle (Édifices à logements multiples),1988 (Construction),"80, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238742&type=bien
232735,Monument des Braves de Terrebonne,"Fonction culturelle et récréative, loisir (Monuments et lieux commémoratifs)",1922 (Fabrication) ; 1922‑06‑24 (Inauguration du bien commémoratif) ; 1960 (Déménagement),"283, boulevard des Braves",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection (1975-07-23) | Citation — Immeuble patrimonial (2021-09-13) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232735&type=bien
105692,Moulin neuf de l'île des Moulins,"Fonction industrielle, transformation de matières végétales et animales (Moulins à farine > Moulins à eau)",vers 1850 (Construction),"950, place de l'Île-des-Moulins",Terrebonne,Classement — Situé dans un immeuble patrimonial | Déclaration — Situé dans un site patrimonial (2026-05-20),"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=105692&type=bien
236508,Parc Masson,"Fonction culturelle et récréative, loisir (Squares, parcs urbains et grands jardins)",1911 (Production),boulevard des Braves ; rue Saint-Louis,Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection (1975-07-23),"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=236508&type=bien
238831,Parc du Souvenir,"Fonction culturelle et récréative, loisir (Squares, parcs urbains et grands jardins)",,rue Saint-Pierre,Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238831&type=bien
232872,Presbytère anglican Saint-Michael,Services et institutions (Presbytères et bâtiments associés > Presbytères),vers 1895 (Construction),"1003, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232872&type=bien
119938,Presbytère de Saint-Louis-de-France,Services et institutions (Presbytères et bâtiments associés > Presbytères),1878 (Construction),"823, rue Saint-Louis ; 825, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=119938&type=bien
239103,Rue Saint-André,"Transport, communication et services publics (Routes et voies publiques)",,rue Saint-André,Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20),"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=239103&type=bien
239098,Rue Saint-François-Xavier,"Transport, communication et services publics (Routes et voies publiques)",,rue Saint-François-Xavier,Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20),"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=239098&type=bien
239099,Rue Saint-Jean-Baptiste,"Transport, communication et services publics (Routes et voies publiques)",,rue Saint-Jean-Baptiste,Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20),"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=239099&type=bien
239104,Rue Saint-Joseph,"Transport, communication et services publics (Routes et voies publiques)",,rue Saint-Joseph,Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20),"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=239104&type=bien
239100,Rue Saint-Louis,"Transport, communication et services publics (Routes et voies publiques)",,rue Saint-Louis,Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20),"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=239100&type=bien
232094,Rue Saint-Pierre,"Transport, communication et services publics (Routes et voies publiques)",,rue Saint-Pierre,Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232094&type=bien
239102,Rue Sainte-Marie,"Transport, communication et services publics (Routes et voies publiques)",,rue Sainte-Marie,Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20),"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=239102&type=bien
239105,Ruelle du Passant,"Transport, communication et services publics (Routes et voies publiques)",,ruelle du Passant,Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20),"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=239105&type=bien
97595,Théâtre du Vieux-Terrebonne,"Fonction culturelle et récréative, loisir (Théâtres)",2004 (Construction),"866, rue Saint-Pierre",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=97595&type=bien
105690,Trois moulins de la jetée de l'île des Moulins,"Fonction industrielle, transformation de matières végétales et animales (Moulins à farine)",vers 1846 (Construction),,Terrebonne,Classement — Situé dans un immeuble patrimonial | Déclaration — Situé dans un site patrimonial (2026-05-20),"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=105690&type=bien
109635,École secondaire Saint-Sacrement,"Fonction résidentielle (Manoirs seigneuriaux) ; Services et institutions (Collèges, séminaires et universités) ; Services et institutions (Écoles primaires et secondaires) ; Services et institutions (Hôpitaux et autres institutions de soins de santé)",après 1848 – avant 1854 (Construction),"901, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=109635&type=bien
165642,Édifice Ernest-Séraphin Mathieu,Fonction commerciale (Restaurants et bars) ; Fonction résidentielle (Établissement hôteliers) ; Services et institutions (Immeubles de bureaux),vers 1922 – vers 1930 (Construction),"790, rue Saint-Pierre",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=165642&type=bien
232880,Édifice Louis-Lepage,Services et institutions (Bureaux de poste),1923 (Construction),"754, rue Saint-Pierre",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Inventorié — -- | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232880&type=bien
109776,Église de Saint-Louis-de-France,"Services et institutions (Églises, temples, synagogues et mosquées)",vers 1877 – vers 1879 (Construction),"823, rue Saint-Louis ; 825, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Citation — Immeuble patrimonial (2021-09-13) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",oui,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=109776&type=bien
239096,Étang Masson,"Fonction culturelle et récréative, loisir (Squares, parcs urbains et grands jardins)",,boulevard des Braves,Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20),"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=239096&type=bien
232531,"1017-1021, rue Saint-Louis",Fonction résidentielle (Maisons rurales et urbaines),vers 1920 (Construction),"1017, rue Saint-Louis ; 1019, rue Saint-Louis ; 1021, rue Saint-Louis",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Délimitation — Situé dans une aire de protection,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=232531&type=bien
238730,"102-104, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1924 (Construction),"102, rue Saint-Joseph ; 104, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238730&type=bien
238740,"105-109, rue Saint-Joseph",Fonction résidentielle (Maisons rurales et urbaines),1930 (Construction),"105, rue Saint-Joseph ; 109, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238740&type=bien
238768,"107, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1923 (Construction),"107, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,Recommandation ministérielle de déclaration,non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238768&type=bien
238767,"109-113, rue Saint-André",Fonction résidentielle (Maisons rurales et urbaines),1922 (Construction),"109, rue Saint-André ; 113, rue Saint-André",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238767&type=bien
238968,"110, rue Saint-Joseph",Fonction résidentielle (Édifices à logements multiples),1998 (Construction),"110, rue Saint-Joseph",Terrebonne,Déclaration — Situé dans un site patrimonial (2026-05-20) | Inventorié — --,"Recommandation ministérielle de déclaration, 2025-06-20",non,https://www.patrimoine-culturel.gouv.qc.ca/detail.do?methode=consulter&id=238968&type=bien
